attitude.roll,attitude.pitch,attitude.yaw,gravity.x,gravity.y,gravity.z,rotationRate.x,rotationRate.y,rotationRate.z,userAcceleration.x,userAcceleration.y,userAcceleration.z,Unnamed: 0
1.015698,-0.917674,0.610599,0.516425,0.79419,-0.320257,-1.141489,4.099182,-0.6533869999999999,-0.931144,-0.726258,-0.002344,
1.060645,-0.934722,0.611835,0.518402,0.804434,-0.290075,0.17126,0.322801,-0.731245,-0.105621,-0.035009,-1.209223,
0.987869,-0.922364,0.567682,0.504199,0.797032,-0.332448,1.95066,-1.56126,0.285591,0.7882359999999999,0.25645,-0.316905,
1.005709,-0.895561,0.5453520000000001,0.527906,0.78056,-0.334723,0.684359,3.11403,0.901005,0.570315,-0.527691,0.667014,
1.066603,-0.8687440000000001,0.545262,0.565426,0.763518,-0.311979,1.398421,1.814142,1.6757099999999998,-0.016003,0.7716689999999999,0.876661,
1.048751,-0.803566,0.5130899999999999,0.601683,0.7198359999999999,-0.346137,2.04069,0.434434,1.961839,-0.413603,0.547833,1.005973,
1.075137,-0.787814,0.51828,0.620504,0.708813,-0.335494,-0.510347,2.1837310000000003,0.151438,-1.2767389999999998,-0.7910119999999999,-0.457093,
1.131023,-0.8190069999999999,0.5161180000000001,0.617961,0.730468,-0.290753,-0.706338,2.48482,-2.243134,-0.463146,0.712601,0.722012,
1.16969,-0.885216,0.502675,0.582869,0.7740520000000001,-0.247193,-1.056414,2.441759,-3.68976,0.1748819999999999,1.978314,0.74611,
1.185447,-0.961911,0.464952,0.530007,0.8202860000000001,-0.214986,-0.125168,1.834901,-3.785027,0.476691,1.354198,0.682546,
1.1922780000000002,-1.023795,0.459696,0.483307,0.854088,-0.192209,-2.344368,0.366934,-2.391799,1.46199,1.187141,0.174173,
1.299957,-1.077727,0.593895,0.4560729999999999,0.880884,-0.126634,-4.308232,-1.501388,-1.000547,1.717023,0.911413,-0.4910569999999999,
1.42771,-1.100936,0.778706,0.44813,0.891631,-0.064563,-4.528059,-1.903085,0.276026,0.5732470000000001,0.714661,-0.175214,
1.562577,-1.101365,0.962313,0.452359,0.891826,-0.003718,-3.589612,-0.949174,0.139285,0.342121,0.6558579999999999,-0.161153,
1.68277,-1.093125,1.081857,0.456829,0.8880680000000001,0.051368,-2.319958,1.619373,0.328596,-0.2471429999999999,-0.064032,-0.403357,
1.772989,-1.083057,1.135979,0.459078,0.883394,0.094108,-0.87703,1.943605,0.3126219999999999,-0.752352,-0.8162560000000001,-0.751289,
1.841309,-1.077194,1.1787,0.4565659999999999,0.880632,0.12661,-1.232106,1.198177,-0.244378,-0.388603,-0.942094,-0.761559,
1.884142,-1.0839219999999998,1.226035,0.445079,0.883799,0.144215,-0.679372,-0.484811,-0.759653,0.167485,-0.722072,-0.447056,
1.904756,-1.095063,1.254789,0.4326819999999999,0.888957,0.150121,-0.384637,-0.134508,-0.7057,0.043636,-0.947124,-0.7412310000000001,
1.889325,-1.102653,1.259276,0.428526,0.892408,0.14131,0.392815,-1.622017,-0.218732,-0.188399,-1.037183,-0.561308,
1.807642,-1.112009,1.219166,0.430492,0.89659,0.1039109999999999,1.232801,-2.570606,-0.290697,-0.329448,-1.001265,-0.193754,
1.700179,-1.122891,1.15355,0.429452,0.901356,0.055876,1.696553,-2.304199,-0.182045,-0.201761,-0.913548,-0.1246319999999999,
1.565283,-1.121713,1.062607,0.4341279999999999,0.900845,-0.002393,2.071286,-3.0642970000000003,0.430433,-0.206436,-0.913037,-0.066363,
1.405051,-1.103925,0.969385,0.443922,0.8929809999999999,-0.074259,2.29354,-4.034928,0.811379,0.175799,0.0011539999999999,0.296778,
1.248543,-1.067704,0.869577,0.4573149999999999,0.8760959999999999,-0.152694,2.903735,-2.694203,1.461266,0.276129,1.183246,0.574813,
1.16034,-1.01205,0.791768,0.486088,0.8479200000000001,-0.211533,2.651814,0.205184,2.018744,0.421642,3.566356,-0.313675,
1.1103690000000002,-0.96357,0.712601,0.51117,0.821234,-0.253531,3.727658,-0.387361,0.6180329999999999,0.030624,3.56576,-1.02923,
0.993911,-0.93269,0.5877859999999999,0.499272,0.803225,-0.324889,3.729741,-1.165456,-0.8689879999999999,0.05778,1.469998,0.492614,
0.87097,-0.896727,0.4866609999999999,0.47746,0.781288,-0.402017,3.62152,-2.128015,0.1762109999999999,0.758731,1.2463,0.251139,
0.807606,-0.836757,0.445533,0.484073,0.742475,-0.4630359999999999,2.550595,-1.413733,2.030794,1.028424,1.114657,0.139656,
0.779179,-0.7789699999999999,0.455271,0.500063,0.702547,-0.506322,1.264713,-2.102027,2.111356,0.604353,0.492598,0.012624,
0.73726,-0.750587,0.478842,0.491616,0.682068,-0.5413819999999999,0.061398,-3.351615,1.295908,-0.026284,-0.148545,0.520141,
0.6814399999999999,-0.7452409999999999,0.497489,0.462937,0.678149,-0.5707899999999999,-0.401865,-3.086563,0.4185239999999999,-0.426529,-0.417407,0.7012520000000001,
0.6458109999999999,-0.753855,0.509934,0.438779,0.684454,-0.582231,-0.708356,-1.591789,-0.162372,-1.025022,-1.197897,0.997133,
0.643285,-0.778473,0.519216,0.427068,0.7021930000000001,-0.56968,-1.47784,0.26526,-0.628394,-0.896352,-1.276443,1.381173,
0.6874819999999999,-0.8181470000000001,0.533075,0.433791,0.72988,-0.528297,-2.064826,2.601192,-0.864087,-1.018447,-1.296134,1.473274,
0.785641,-0.859028,0.5591550000000001,0.461974,0.757208,-0.46175,-1.949712,4.713341000000001,-0.624571,-1.192473,-1.04682,0.8243290000000001,
0.894961,-0.884797,0.579377,0.494204,0.773786,-0.396251,-0.952428,4.102021,-0.460862,-0.20035,-0.309446,-0.563588,
0.941588,-0.892042,0.581864,0.50759,0.778355,-0.369476,0.177805,1.235267,-0.08503,0.265314,-0.018071,-0.916046,
0.929227,-0.874027,0.560371,0.5141359999999999,0.7669189999999999,-0.384052,1.597039,-0.202915,0.563387,0.968622,0.1009549999999999,-0.516674,
0.939113,-0.847173,0.537024,0.534339,0.749412,-0.390974,0.961392,2.678804,0.5445720000000001,0.488015,-0.414497,0.990263,
0.998586,-0.819702,0.532622,0.573729,0.730942,-0.369533,1.696561,1.726647,1.72063,-0.015364,0.97058,0.7536729999999999,
0.979892,-0.760916,0.500594,0.601404,0.689585,-0.403462,1.384363,1.354615,1.255318,-0.787714,-0.170664,0.708592,
1.014888,-0.757288,0.51367,0.617274,0.6869529999999999,-0.38349,-0.644422,1.189733,0.0267899999999999,-1.453654,-0.599887,-0.068795,
1.063541,-0.784471,0.522368,0.618639,0.706451,-0.343815,-0.912891,2.440626,-1.667684,-0.417803,1.02324,1.094914,
1.12301,-0.8452930000000001,0.519582,0.598092,0.748166,-0.28728,-1.656984,3.68699,-3.4156800000000005,-0.18731,1.443439,0.878085,
1.197563,-0.925024,0.502804,0.560379,0.798635,-0.219437,-0.356585,4.208173,-3.808916,0.3880619999999999,1.579493,0.5633859999999999,
1.21378,-0.986773,0.4710819999999999,0.516612,0.8342510000000001,-0.192696,-0.549284,0.696281,-2.658491,1.378651,1.862419,0.2506489999999999,
1.29845,-1.036131,0.540776,0.490767,0.860439,-0.137064,-3.090554,1.101349,-1.322256,2.389726,1.358189,-0.461355,
1.394759,-1.069914,0.660801,0.4727729999999999,0.877159,-0.084096,-3.62117,-1.252322,-0.74397,1.237036,0.386864,-0.853801,
1.499138,-1.083217,0.844093,0.46728,0.8834690000000001,-0.033542,-4.6365940000000005,-3.705388,0.069271,0.49207,0.446899,-0.286404,
1.591728,-1.087593,1.020546,0.4645109999999999,0.885511,0.009724,-3.619121,-1.556477,-0.075927,-0.127139,-0.101438,0.432918,
1.69619,-1.085373,1.111142,0.462914,0.8844770000000001,0.0583529999999999,-1.228057,2.365704,0.023343,-1.098427,-0.827516,-0.770968,
1.795288,-1.077291,1.151251,0.4618239999999999,0.8806780000000001,0.1054529999999999,-1.191561,2.909961,0.282478,-1.024949,-0.724107,-0.988388,
1.883202,-1.073588,1.216575,0.453881,0.8789170000000001,0.146595,-1.57826,0.778798,-0.560319,-0.280984,-0.897503,-0.674412,
1.931642,-1.07724,1.270161,0.4432439999999999,0.880654,0.167266,-0.8885360000000001,-0.246462,-0.509322,-0.022635,-0.924599,-0.655502,
1.945169,-1.077861,1.298255,0.440432,0.8809469999999999,0.173047,-0.380876,-0.817708,-0.086301,-0.113772,-1.033749,-0.7074090000000001,
1.898108,-1.076829,1.279031,0.448945,0.880459,0.152428,0.982087,-1.968136,0.312458,-0.270326,-0.931393,-0.551918,
1.786906,-1.082925,1.208424,0.4578359999999999,0.883333,0.100513,1.896601,-2.403922,0.074781,-0.233563,-0.8401350000000001,-0.298144,
1.676235,-1.083313,1.130268,0.465796,0.8835139999999999,0.049296,1.732782,-2.1046720000000003,0.505884,-0.165396,-0.531341,-0.25828,
1.552834,-1.06863,1.057731,0.481242,0.876542,-0.008645,1.771742,-3.511395,0.8775629999999999,0.05747,-0.16417,0.2680599999999999,
1.400124,-1.049518,0.959959,0.490749,0.867183,-0.0845799999999999,2.949195,-3.056746,0.7121529999999999,0.153142,0.19141,0.327454,
1.273556,-1.009115,0.85151,0.50925,0.846361,-0.155991,3.164307,-0.7571869999999999,1.682791,0.716016,3.517408,0.734192,
1.233415,-0.960076,0.78092,0.541126,0.819235,-0.189823,2.209045,1.631727,1.30452,-0.016391,3.37449,-0.8936270000000001,
1.107565,-0.933848,0.66896,0.532064,0.803914,-0.265755,4.053431,-1.940293,-0.7866890000000001,-0.1699119999999999,1.568705,0.205559,
0.972139,-0.906672,0.538875,0.5091760000000001,0.787457,-0.3473429999999999,3.932139,-1.566101,-0.485709,0.336466,1.292957,0.182228,
0.894015,-0.857923,0.460775,0.5098600000000001,0.756486,-0.409596,3.137273,-0.770475,1.034208,1.086194,1.059661,0.177526,
0.8539690000000001,-0.7976409999999999,0.4466279999999999,0.526516,0.715711,-0.458843,1.82065,-1.93082,2.504918,1.15334,0.458117,0.167613,
0.8173520000000001,-0.7467199999999999,0.4631979999999999,0.535274,0.679235,-0.502115,0.908672,-2.761303,1.856542,0.406422,-0.093023,0.364648,
0.757466,-0.731709,0.471258,0.511211,0.668142,-0.5405989999999999,-0.012757,-3.383147,0.190886,-0.6656,-0.710928,0.760936,
0.695249,-0.739424,0.4728489999999999,0.473293,0.673862,-0.5673630000000001,-0.5075810000000001,-2.898919,-0.327006,-1.205868,-1.214237,1.070125,
0.663316,-0.759134,0.480159,0.446671,0.688294,-0.5716060000000001,-1.262356,-1.040955,-0.50237,-0.900208,-1.401154,1.495023,
0.686703,-0.7961060000000001,0.495284,0.443472,0.714638,-0.540946,-2.008305,1.7186549999999998,-0.79099,-1.171286,-1.134666,1.362235,
0.772459,-0.8331290000000001,0.518545,0.469379,0.7400399999999999,-0.481685,-1.732487,4.461925,-0.543683,-1.298267,-1.010319,0.8744930000000001,
0.88771,-0.8563559999999999,0.537143,0.5081859999999999,0.75546,-0.41355,-0.922707,4.853706,-0.386842,-1.3048620000000002,-0.8579379999999999,0.2089909999999999,
0.958689,-0.863785,0.545872,0.531626,0.760306,-0.373234,-0.112464,2.321179,0.067512,0.209478,-0.200248,-0.8621790000000001,
0.973158,-0.8495,0.533983,0.545894,0.75095,-0.371577,1.1473799999999998,0.5967020000000001,0.521834,0.7809189999999999,0.010997,-0.08991,
0.988328,-0.8287389999999999,0.516046,0.564367,0.7370800000000001,-0.37175,0.900492,2.326794,0.4484579999999999,0.1085599999999999,-0.611424,1.120347,
1.0289,-0.809896,0.499626,0.590777,0.7242149999999999,-0.3556539999999999,1.302103,1.759671,0.7318640000000001,-0.531466,0.641095,0.241763,
0.99122,-0.7623949999999999,0.447164,0.605082,0.690655,-0.3960639999999999,2.445694,1.6221290000000002,1.102155,-0.286402,0.567844,0.5121220000000001,
1.060555,-0.766895,0.464596,0.6283479999999999,0.6939029999999999,-0.351671,-1.15733,1.775928,-0.4005599999999999,-0.77082,-0.124964,0.936373,
1.086853,-0.794166,0.465738,0.6203930000000001,0.713279,-0.3260989999999999,-0.728855,1.375758,-1.662897,-0.311173,0.774941,0.8840979999999999,
1.134296,-0.846511,0.4707699999999999,0.6004689999999999,0.748973,-0.280127,-1.613744,2.957075,-2.60473,0.228785,1.394292,0.706167,
1.202068,-0.916359,0.46286,0.5677949999999999,0.7933899999999999,-0.2193969999999999,-0.667603,3.985007,-3.673007,0.4627229999999999,1.396093,0.614721,
1.236775,-0.985257,0.446514,0.5221,0.833414,-0.1811819999999999,-1.121194,1.297258,-2.999752,1.424784,1.914236,0.191771,
1.327416,-1.0419969999999998,0.533483,0.489623,0.8634129999999999,-0.121575,-3.627804,-0.04075,-1.622585,1.831086,1.204717,-0.617668,
1.4321780000000002,-1.075688,0.6847949999999999,0.470563,0.8799170000000001,-0.06565,-4.163214,-1.876043,-0.405131,0.966541,0.45892,-0.688776,
1.539538,-1.084919,0.865928,0.4667479999999999,0.884266,-0.014594,-4.175457,-2.702538,-0.168081,0.4843479999999999,0.299114,0.027152,
1.653177,-1.086034,1.007183,0.464409,0.8847860000000001,0.038345,-2.735897,0.934606,-0.157345,-0.383415,-0.210286,-0.305679,
1.738948,-1.080567,1.069345,0.464179,0.882225,0.078796,-0.927077,1.989506,0.335706,-0.898841,-0.8613200000000001,-0.402969,
1.823794,-1.06976,1.1149870000000002,0.465035,0.877085,0.120229,-1.467132,1.809653,-0.039577,-0.832528,-0.878992,-0.800405,
1.894452,-1.072121,1.18654,0.453421,0.878217,0.152101,-1.538673,-0.309382,-0.725296,-0.125052,-0.99603,-0.6391,
1.936681,-1.07555,1.242397,0.443781,0.8798520000000001,0.1700289999999999,-0.99919,-0.177893,-0.50912,0.10314,-0.857116,-0.6755979999999999,
1.953825,-1.076456,1.269288,0.440061,0.880282,0.177313,-0.272788,-0.5961350000000001,-0.176635,-0.104001,-0.886965,-0.5855319999999999,
1.915173,-1.080955,1.254001,0.442852,0.8824069999999999,0.1588369999999999,0.861166,-1.656421,-0.010327,-0.336056,-0.996528,-0.556878,
1.821766,-1.087759,1.1959879999999998,0.44991,0.8855879999999999,0.115346,1.565303,-2.235733,0.1288619999999999,-0.323705,-0.918089,-0.3208809999999999,
1.718147,-1.087486,1.124388,0.459668,0.885461,0.068227,1.624702,-2.017682,0.425963,-0.2067989999999999,-0.7780090000000001,-0.190526,
1.607321,-1.076042,1.05696,0.4744899999999999,0.880085,0.017338,1.466904,-2.958561,0.8886069999999999,-0.1998309999999999,-0.3411909999999999,0.00471,
1.47769,-1.058713,0.982948,0.487864,0.871726,-0.045555,2.267832,-3.025384,0.6550050000000001,0.248663,0.0141229999999999,0.3009719999999999,
1.325561,-1.034568,0.8612120000000001,0.495604,0.859642,-0.124036,3.493929,-1.722706,0.96207,0.526155,1.004982,0.471677,
1.236004,-0.983274,0.769933,0.523519,0.832317,-0.182126,2.711364,0.010765,2.104858,0.601283,3.958592,-0.136126,
1.211342,-0.942007,0.708511,0.550571,0.80874,-0.206893,3.1474990000000003,-0.265123,0.924668,0.0707059999999999,2.6831270000000003,-1.510346,
1.073691,-0.90221,0.591662,0.544847,0.7846989999999999,-0.295607,3.827888,-2.484694,-0.046227,0.142988,1.395584,0.355406,
0.970439,-0.865358,0.506142,0.534987,0.7613270000000001,-0.3662849999999999,3.16162,-0.8282309999999999,0.540928,0.3833789999999999,1.432993,0.344663,
0.92468,-0.809742,0.469858,0.550661,0.724109,-0.41525,2.218636,-1.547341,2.167506,1.022581,0.765637,0.224042,
0.884632,-0.749976,0.474943,0.566105,0.681621,-0.4635869999999999,1.365965,-2.310192,2.401809,0.554501,0.048374,0.322611,
0.841936,-0.7142109999999999,0.489096,0.563634,0.655021,-0.503249,0.379215,-2.824753,1.136143,0.099086,-0.246238,0.4375449999999999,
0.791091,-0.712533,0.503265,0.5381090000000001,0.653753,-0.5320159999999999,-0.661039,-2.867233,0.141894,-1.120186,-1.185064,0.980121,
0.760091,-0.732057,0.517671,0.512468,0.668401,-0.539085,-1.389443,-1.357747,-0.5552,-1.082704,-1.463125,1.470344,
0.780369,-0.7726270000000001,0.53387,0.503789,0.698019,-0.508882,-2.104371,1.587285,-1.152558,-1.181966,-1.326559,1.462068,
0.86311,-0.8168989999999999,0.5606300000000001,0.520115,0.7290270000000001,-0.444966,-2.136809,4.007243,-0.771325,-1.278935,-1.121422,0.8710979999999999,
0.981544,-0.8454780000000001,0.59302,0.551496,0.7482880000000001,-0.368661,-1.491631,4.826803,-0.356604,-1.245023,-0.735822,-0.094962,
1.073794,-0.8629979999999999,0.6174229999999999,0.571498,0.759795,-0.30999,-0.895367,2.444817,-0.333363,-0.8708299999999999,-0.400252,-0.816719,
1.059527,-0.866301,0.6097670000000001,0.564826,0.761938,-0.316882,0.929265,-1.679209,-0.230944,0.852456,0.236307,-1.022366,
1.0058790000000002,-0.844615,0.561084,0.5608489999999999,0.747715,-0.355478,2.054251,0.600895,0.287807,0.476337,-0.50507,1.189783,
1.03942,-0.8236100000000001,0.541223,0.585867,0.733604,-0.344353,0.695699,3.145376,0.7813939999999999,-0.082907,0.138176,1.298867,
1.025018,-0.7738430000000001,0.51499,0.61132,0.698889,-0.371262,2.935351,-1.243627,2.051414,-0.1246869999999999,1.000635,1.163361,
1.0455,-0.7384569999999999,0.514681,0.6398010000000001,0.673148,-0.370838,-0.461305,1.815923,0.982251,-1.465378,-0.6693479999999999,-0.7715569999999999,
1.100095,-0.7531140000000001,0.5312560000000001,0.65022,0.683914,-0.330863,-1.004771,2.509916,-1.3319299999999998,-0.5638850000000001,0.726182,1.118461,
1.156221,-0.809932,0.5331130000000001,0.63113,0.72424,-0.2777489999999999,-1.542704,2.913787,-3.0272,-0.3837239999999999,1.173678,0.929894,
1.2377479999999998,-0.8903040000000001,0.546353,0.594597,0.777263,-0.2056909999999999,-1.554408,3.701528,-3.674566,0.203178,1.5467110000000002,0.705646,
1.277254,-0.956667,0.534353,0.551592,0.817276,-0.166732,-0.450118,1.364956,-2.928921,0.699049,1.420014,0.655578,
1.274262,-0.995677,0.537307,0.520188,0.8391280000000001,-0.158939,-1.056009,-1.020268,-1.0564360000000002,1.222519,1.502425,0.214665,
1.393718,-1.026007,0.6241939999999999,0.510126,0.8552360000000001,-0.091289,-2.629365,2.622015,-1.050729,1.328207,0.566166,-1.000066,
1.500701,-1.048802,0.732083,0.497376,0.866827,-0.034921,-3.282952,-0.368923,-0.573966,0.946593,0.386469,-1.026663,
1.576285,-1.062119,0.883976,0.487006,0.873389,0.002673,-3.859305,-4.105532,-0.70139,0.284341,-0.1114869999999999,0.1444369999999999,
1.642091,-1.071899,1.013885,0.477232,0.8781110000000001,0.034082,-2.370108,-0.578187,-0.4487489999999999,-0.372542,-0.736189,0.224967,
1.721947,-1.072866,1.074239,0.472153,0.8785729999999999,0.0719149999999999,-1.153677,2.095691,-0.180896,-1.08223,-0.736803,-0.733765,
1.808653,-1.070174,1.1272879999999998,0.466448,0.8772840000000001,0.113089,-1.395075,1.596764,-0.1434869999999999,-0.645189,-0.7593489999999999,-0.570044,
1.874108,-1.07112,1.178977,0.45726,0.8777379999999999,0.1431079999999999,-0.995614,0.61255,-0.5143810000000001,0.031968,-0.728598,-0.5617479999999999,
1.905426,-1.0735629999999998,1.22028,0.450528,0.8789049999999999,0.156651,-0.881202,-0.779954,-0.30029,-0.063413,-0.950469,-0.766789,
1.89746,-1.071858,1.246757,0.453179,0.878091,0.153538,-0.369679,-1.891516,-0.091262,-0.213388,-1.1160219999999998,-0.394215,
1.850345,-1.077705,1.238341,0.4549649999999999,0.8808739999999999,0.130605,0.7772140000000001,-1.869094,-0.29906,-0.250482,-1.071456,-0.540257,
1.752009,-1.089984,1.168367,0.454916,0.8866200000000001,0.083351,2.147442,-1.89784,-0.159129,-0.318609,-0.8126760000000001,-0.310753,
1.613573,-1.094968,1.066568,0.457647,0.888913,0.019589,2.388584,-2.799959,0.122515,0.09434,-0.46948,0.050983,
1.449348,-1.082578,0.958632,0.4655899999999999,0.8831700000000001,-0.056825,2.689588,-3.62876,0.93005,0.2241679999999999,0.361215,0.204377,
1.309755,-1.035242,0.8665870000000001,0.493022,0.859986,-0.131704,2.540057,-2.402821,2.437901,0.3700449999999999,1.7430259999999995,0.441382,
1.253733,-0.976736,0.8218629999999999,0.531825,0.828675,-0.17451,1.7366150000000002,0.028293,2.030726,0.422826,3.76419,-0.976781,
1.136535,-0.940084,0.71534,0.534978,0.807608,-0.248117,4.107533,-1.6849310000000002,-0.222625,0.002787,2.637888,0.136941,
1.027076,-0.918022,0.579263,0.5197970000000001,0.794402,-0.314216,4.029253,0.337964,-1.203187,0.321787,1.161592,0.333625,
0.91567,-0.8854540000000001,0.4717939999999999,0.501899,0.774203,-0.385621,3.414737,-1.928804,0.092246,0.8163239999999999,1.176527,0.2335219999999999,
0.847565,-0.832369,0.4279229999999999,0.50462,0.739528,-0.44548,2.360465,-1.6245,1.628073,1.264728,0.791966,0.105544,
0.8123319999999999,-0.785784,0.430936,0.513084,0.70738,-0.486164,1.070615,-2.0367610000000003,1.68048,0.1807339999999999,0.160662,0.325367,
0.766835,-0.761987,0.444176,0.5019819999999999,0.6903600000000001,-0.5209729999999999,0.217871,-3.002764,0.772046,-0.1950049999999999,-0.091056,0.6086199999999999,
0.713095,-0.7609520000000001,0.4465699999999999,0.4737409999999999,0.689611,-0.547725,-0.145279,-2.436053,-0.2396179999999999,-0.8558209999999999,-0.901663,0.894359,
0.68162,-0.774099,0.443167,0.450518,0.699072,-0.5552739999999999,-0.729634,-0.800682,-0.574808,-1.085543,-1.719122,1.617178,
0.705142,-0.8080430000000001,0.457608,0.447809,0.7229359999999999,-0.526143,-2.194518,1.638168,-0.7451939999999999,-1.093393,-1.6323450000000002,1.869252,
0.807091,-0.850008,0.4975229999999999,0.476685,0.751286,-0.4564399999999999,-2.388455,4.5939190000000005,-0.2140889999999999,-1.21814,-1.10236,0.6803779999999999,
0.938425,-0.874719,0.540888,0.517217,0.767363,-0.378992,-1.515949,4.748793,-0.007367,-1.258672,-1.1184379999999998,0.60293,
1.007722,-0.880972,0.556554,0.538149,0.771358,-0.339702,0.0526429999999999,1.394567,0.148893,0.381284,0.061863,-1.393849,
0.995853,-0.8613860000000001,0.535506,0.546655,0.758746,-0.354214,1.734459,-0.1282319999999999,0.684952,0.851706,0.2355469999999999,0.2807119999999999,
0.994448,-0.834558,0.503267,0.563026,0.741,-0.365946,1.054852,2.51355,0.234576,0.472802,-0.291476,1.326303,
1.045993,-0.8255969999999999,0.486846,0.586856,0.734952,-0.339764,0.965909,2.486985,0.294878,-0.630786,-0.6377390000000001,1.281216,
0.9972,-0.785203,0.432088,0.594051,0.706969,-0.383789,4.024198999999999,-1.7360810000000002,1.183707,-0.269572,0.817399,0.900757,
1.061597,-0.770764,0.43403,0.626365,0.6966829999999999,-0.349705,-1.154208,2.877917,0.008239,-0.957496,-0.1200079999999999,1.0489540000000002,
1.104695,-0.7969510000000001,0.4473729999999999,0.6243350000000001,0.715229,-0.314084,-1.018633,1.67317,-1.459143,-0.7370359999999999,0.273175,0.99571,
1.1614870000000002,-0.8501540000000001,0.459808,0.605356,0.751382,-0.26261,-1.859328,2.879251,-2.640537,0.1139589999999999,1.525016,0.7552399999999999,
1.238482,-0.923131,0.472821,0.570313,0.797495,-0.196822,-1.305606,3.19509,-3.515152,0.727584,1.7336029999999998,0.8150930000000001,
1.262365,-0.988539,0.469292,0.5239560000000001,0.8352229999999999,-0.166932,-0.8118529999999999,0.055525,-2.563372,1.09343,1.7131009999999998,0.631104,
1.327413,-1.027051,0.5396270000000001,0.502091,0.855777,-0.124672,-3.662661,2.338756,-0.979605,1.491851,0.547207,-0.72039,
